id,author_id,is_private,name,description
53433e92-c6bb-4e47-9e48-49e39c95d87c,db5c5b57-e138-4829-91c5-72bfbaa13fe7,FALSE,Matsoft,Focused dynamic data-warehouse #frame #concept
f88c1dce-a35b-4dba-b5dd-58e934296d7a,faae3235-6c04-4116-86b2-30330f285814,FALSE,Viva,Switchable next generation knowledge user #array #Upgradable
bab19a6c-f123-4962-b724-d8e7776ea7b3,6d95aa07-3e59-443a-b0b4-308898291db6,FALSE,Transcof,De-engineered methodical collaboration #Optional#mobile
ae3d3402-2911-4ca7-bb89-805f2fe8ad80,654fde69-c306-4058-a861-13cab60ff8c6,FALSE,Stringtough,Multi-lateral full-range concept #Switchable #grid-enabled
b0809259-aa61-43e4-9f57-f6a8deae693a,35aeb46a-7f56-49f8-8145-9327baf5cb7f,FALSE,Regrant,Phased didactic alliance #moratorium
3a373ba3-30a8-4f53-9f48-f22fd44bd955,ce8b3942-b838-40e1-ad06-1a2d31cbf021,FALSE,Transcof,Profit-focused needs-based customer loyalty #Inverse #Networked #open system
b3026406-4c61-4afe-89c8-af86aeecdf01,a7f963d5-5718-4663-8c54-9f09bf949486,FALSE,Andalax,Customizable clear-thinking conglomeration #orchestration #moderator
40b2e7dc-59bd-484d-942b-a967fe844f34,024d3886-7cf2-4136-a4e5-70d916e93477,FALSE,Kanlam,Enhanced hybrid adapter #Business-focused
ab60600b-41a4-4e5f-817e-7573ce226756,a9da453b-1541-4467-8979-9003f7f1604d,FALSE,Sonair,User-friendly disintermediate encryption #actuating
21bf855b-8bf4-47d1-b089-1e50a6bb6f19,7ca88059-1ccf-401a-b43c-8ac1fedaa8fe,FALSE,Toughjoyfax,Intuitive bottom-line internet solution#4th generation #Assimilated #Reverse-engineered #bi-directional
3c0b21b5-1186-4e6f-8ecb-98f50f5b154e,72b2805a-71c2-46ca-bff7-cf7499c0e391,FALSE,Transcof,Reduced 4th generation standardization #tangible #Reactive #projection
4770480f-9b5b-498c-a45b-2ec7428519f1,bf6e0cc8-56fa-40c5-ba7d-873b44de703b,FALSE,Treeflex,Customizable logistical matrices #homogeneous #architecture #Graphic Interface
9d655b32-10ef-4643-a6e3-3663df85e399,bec72cde-faae-4172-8224-46483d25448e,FALSE,Tempsoft,Re-contextualized executive groupware#client-driven #Exclusive
0a30d8bd-86f5-45b5-a9c0-5d8791f268e4,b5bf781c-6e0c-4819-8429-ba4b82adae5d,FALSE,Veribet,Function-based attitude-oriented budgetary management #concept#Centralized #intangible
525529ad-da30-4ef6-a4ab-21da621fdd87,1d90a577-a17a-4836-81b7-82a40b0a304b,FALSE,Solarbreeze,Proactive upward-trending adapter #matrix #real-time #encompassing
9e9af017-988e-47bc-bac7-c1b2d3a8a91f,d71615f9-be80-40c7-ac59-a7af6fb6f442,FALSE,Kanlam,Managed even-keeled initiative#Horizontal #content-based
710da9d8-098c-4313-90f9-f5a4114b94ef,00759244-8824-4efe-950b-e758c80e9a60,FALSE,Toughjoyfax,Innovative human-resource focus group#Reduced#systemic
073c1a84-ec4e-4e74-9520-5f509965fe35,c4572b51-8ea8-42a6-af5e-a9435b774f7f,FALSE,Ronstring,Integrated empowering project #encoding #mobile #leading edge
0d7a56d6-10e1-41c3-85b5-595c53519559,bb02c9cd-0974-4fee-832d-e53377ecdcda,FALSE,Wrapsafe,Quality-focused demand-driven orchestration #bifurcated #Grass-roots
50b3a17e-428f-462d-9205-612a28ace752,35122d97-557c-4f43-bfdc-a0f56b65d654,FALSE,Stim,Triple-buffered grid-enabled open system #User-friendly
df260836-7617-42d8-8a84-d820e392f5b4,0986e62d-b277-45d6-9b79-1997cf6b3295,FALSE,Voyatouch,Reverse-engineered user-facing pricing structure#Reactive #composite
c4460e33-0cf9-4265-97bd-620eb0c9015d,6a9d973f-85ed-4ebf-957f-301850cd15eb,FALSE,Aerified,Open-source optimal website #Front-line #coherent
23e0ce32-fec0-4a3d-af5d-855856eecf7c,8ce49b4d-faf3-4e46-a73b-7706c9315081,FALSE,Toughjoyfax,Up-sized composite firmware #explicit #Team-oriented #reciprocal #global
1b016c05-1f4c-4c32-b027-ae6eae003517,743dc712-42e6-4f27-bd51-337dd4ab5e90,FALSE,Transcof,Visionary dedicated alliance#Inverse #Polarised
6fc2c58e-eed5-4147-b8d5-b7502d85827e,5ccf8480-dc49-4067-ba57-0eafef58245e,FALSE,Y-find,Cross-platform didactic service-desk #Reverse-engineered
b1365b22-c614-4f1b-a801-db79d2a1ccd6,b9642cff-6c18-4f27-9f66-cbf3d267c63c,FALSE,Hatity,Robust needs-based workforce #analyzer #encoding #groupware
58230bf9-39ba-496e-9c67-40afe2cb466c,ac4b34c1-9f0a-4ff5-86f5-8e3268129c47,FALSE,Ronstring,Synchronised fault-tolerant artificial intelligence #Sharable  #throughput
d75e642e-599d-4c00-9e13-9f80e9b9351d,e41bb272-871d-4f7e-94dd-7682e5d1c72e,FALSE,Temp,User-friendly 5th generation superstructure #multimedia #Right-sized
6e376c3d-343c-4597-bb02-0fab85faf30e,227b6000-c189-4187-a305-23bdf509db82,FALSE,Treeflex,Switchable responsive encryption#hybrid
b9904a03-a5a3-4122-8732-1a0931684ab2,e3ba6d54-c443-4a0c-b2a1-0e98b7e601fd,FALSE,Latlux,Synchronised background customer loyalty#fault-tolerant #mission-critical
671e9a3f-d3d8-4c25-b64a-990a9f093794,d3554806-ac0c-4172-a3e0-81f25fb374ac,FALSE,Temp,Profound 4th generation process improvement #groupware#archive #Exclusive
dfb8dcb2-5428-4da8-8bdf-4e90095e96a2,9f7eacd2-e8ed-4886-af81-c7d5a36530b6,FALSE,Lotlux,Public-key didactic emulation #Re-contextualized#maximized #directional #fault-tolerant
230f6ebc-f341-4a05-92f5-c5bcb9e81b67,b5bf781c-6e0c-4819-8429-ba4b82adae5d,FALSE,Holdlamis,Fully-configurable neutral neural-net #zero defect #definition
a65bc447-fcd7-4f53-b93d-074a359c3b11,8f4bfc4a-c146-4156-8df7-071f9aed2c26,FALSE,Daltfresh,Fundamental analyzing framework#tangible #Switchable #architecture
fafe3918-50ec-4ca5-9886-0f2ecb9e4dd6,f9f86063-f048-4426-a266-b1df1bb40167,FALSE,Zaam-Dox,Configurable multimedia ability#Inverse
998a6a04-ccdc-4e5f-8fb0-563abd90ad31,bdfffd00-279d-4d2c-b19f-ba0b5f3b48b0,FALSE,Bigtax,Ergonomic global project #static#bi-directional
0e49f3f3-7d73-40e6-a633-8c88273eb0a1,af1922f3-5247-4a74-ae81-3455cb2a56d0,FALSE,Mat Lam Tam,Configurable disintermediate local area network #Triple-buffered#access#zero administration
2403b3cb-3c87-409a-95a2-c02d55df0644,83054250-41de-46b1-b80e-3383b3ecf05d,FALSE,Zathin,Synchronised executive toolset #circuit #utilisation
7a6ca2f2-6d32-4c2d-8cb8-4d3ff740a15d,4e5d6d0b-1b08-497a-95af-40420e70611d,FALSE,Voltsillam,Reduced well-modulated contingency #De-engineered  #upward-trending
f91276cc-dd9c-41b5-9a4c-9d8e1e18b2a6,a8d9743a-640d-4ea0-b915-312cbf756f8b,FALSE,Fintone,Team-oriented client-driven toolset #Networked #maximized #Balanced
aaa94168-f14b-42fc-a5a3-84ffe928a59f,3ab24428-9d94-4c93-b683-ee4bd3d8fe44,FALSE,Zamit,Programmable intangible throughput #forecast#eco-centric#grid-enabled
945c74e6-d0f5-4396-9924-181070d51cdb,29ea006e-4370-4492-86fc-ad359ba78ee3,FALSE,Asoka,Synchronised upward-trending algorithm #ability #zero administration #neutral
079cf125-299c-4777-8ab4-5af9fd8c3899,f75ff4c0-740b-4400-bd62-0353bb00e8a0,FALSE,Fixflex,De-engineered methodical moderator #Digitized #tertiary #De-engineered
a53c0eae-ddeb-4572-9762-4c6cad84d293,b5f8144a-9533-4bc6-af51-a8cffee6e0d8,FALSE,Vagram,Devolved didactic workforce #framework #Configurable
3900f92d-50f9-4885-9d9b-5ddd2a21d08e,a72c3f28-b6d9-4821-94d9-6fa75dbd1262,FALSE,Solarbreeze,Robust uniform installation #Sharable
03bf7d50-d0aa-4ac2-a8ae-39214c780389,97d12835-c632-4003-91f0-145de1f992ca,FALSE,Subin,Configurable uniform approach #tertiary#background
d255341d-88f0-403c-a225-9904cb56e8db,9c8b773e-1a26-4991-ab01-4f4289ac28b2,FALSE,Sonsing,Versatile value-added info-mediaries#complexity
d4f1c91b-4019-4b81-8579-435c162c230d,a6e0c03e-2a16-4bb9-8d08-c4258d329d80,FALSE,Bitwolf,Open-architected bi-directional artificial intelligence #Persistent #hierarchy
2cfd94a0-5fdb-48ad-a9b1-296535d52e73,c0915c5d-1f8f-43a2-a8f9-cb9a4a02d137,FALSE,Greenlam,Customizable holistic superstructure #installation #holistic #responsive #migration
2ae22087-dd29-4b65-9759-de8791cd7638,11942413-4149-457e-bfde-adc1c009e033,FALSE,Y-Solowarm,Integrated upward-trending secured line#content-based  #superstructure
634addca-da99-4575-98f8-fee41648db82,6f4e2e61-8870-47d3-96fb-08a5add19d45,FALSE,Rank,Business-focused secondary database #migration #Cross-group  #parallelism
bd7b7e31-4cc5-4d0c-b1e0-08937921060f,e11cffe8-d7df-4740-a7d1-e91e037700b3,FALSE,Namfix,Upgradable asymmetric model #frame
38ca42ba-eea5-4648-81eb-75bb12a8cb4c,15eaf3a4-406c-45dd-8e49-83c519ccfbf0,FALSE,Otcom,Ameliorated composite productivity#Assimilated#radical
9b0e060b-76fd-46a5-86e7-3a1ee0ce0f56,67762dc0-256c-4f00-9106-b26b87a09262,FALSE,Duobam,Future-proofed cohesive Graphical User Interface #encoding#open architecture #real-time
3ceb89dd-74b1-420b-95ed-650f854e3c2b,c07fd351-5a83-4666-9697-53d1dea043a0,FALSE,Ventosanzap,Synergized full-range neural-net #Front-line
333357a8-fd91-466e-9192-a14c2a34fcd7,fc395c46-0d17-4deb-9923-6fae414b1bbd,FALSE,Konklab,Team-oriented impactful monitoring #Cloned #pricing structure #full-range
845e4ada-1de0-4f05-8bab-9e5c7909c346,3c6f3a62-eb86-4f6e-8516-5a7c208bdd9e,FALSE,Treeflex,Multi-channelled incremental open system #Quality-focused #Triple-buffered
33ff8ecb-ed0b-4023-b01d-2b56059b30fd,5290291e-ceeb-4b6f-9280-e29a2ad577cb,FALSE,Voyatouch,Polarised scalable definition #project  #methodology
0207255b-72aa-4d83-9ca1-b664cead453d,0c7af940-8bf6-46e0-a9bb-d701cb8e6fa8,FALSE,Zamit,Networked multimedia intranet#focus group #interface #strategy
f68fd33a-a002-4d03-b1bd-28c814aa61e3,5a3777ac-94dc-414d-9773-f883ad22ac2c,FALSE,Cardguard,Configurable human-resource conglomeration #algorithm #static
631aa45f-3d6d-4b1d-8d24-fbcf2e6faaa8,d98a4028-6be1-4ad8-99b6-a5fd94e6c94c,FALSE,Zoolab,Networked upward-trending focus group#Multi-channelled #5th generation
50ed9995-632a-4956-abab-fc17c399ddb3,b72df81e-8d16-4d0f-a031-6442c8d5a6ca,FALSE,Greenlam,Team-oriented context-sensitive capability #support #Triple-buffered
aca293ea-8330-45cf-ab4d-cacdbe0ccbff,8e47f2a9-a48e-438b-9711-2751fce2fd62,FALSE,Overhold,User-centric coherent encryption #Sharable  #systematic#secured line
4be6aaad-e452-4440-b484-42e365f3394f,f0957e76-3c40-4154-bfc1-385893c2babe,FALSE,Fix San,Multi-layered attitude-oriented hub#time-frame
ae34b421-658d-4701-b916-dbf1f32c4229,ee8c1837-c241-4b39-96ad-5f7610e5dc77,FALSE,Regrant,Horizontal heuristic middleware#conglomeration#Persistent #Centralized
748ad57a-0f82-4caa-b6b8-e3c29cebd901,e89784fb-6c50-4ef3-98a7-4a3480695de8,FALSE,Tresom,Ameliorated eco-centric orchestration#utilisation  #bifurcated
b3d4eaa5-e349-4dce-a292-e22057fd1387,3f876ccd-e1d5-4926-bac8-d7d7db0b368e,FALSE,Span,Quality-focused directional knowledge user #success#Multi-lateral
34bc71e9-ac77-4759-a5b4-47991b1c7540,863a2ee4-37e2-452a-b381-d03e39db1591,FALSE,Veribet,Expanded directional neural-net #approach #secondary
60d0044b-28e3-4bbc-a122-3eaf91e9ac1d,8eeb01ff-dc31-445b-b718-5a059e0a29c3,FALSE,Voltsillam,Polarised optimizing interface #synergy #multi-tasking
a371a286-412e-454a-9335-aa97189a6836,9e47c731-95d4-40f4-add8-6d08589f03ca,FALSE,Fintone,Universal tangible secured line#web-enabled #flexibility
3443cbb0-89f6-4f5b-b195-0e49ac0b528b,4738a622-3421-4cbd-b2c6-6da687a1e768,FALSE,Stim,Sharable systematic architecture#needs-based#support
51fcd1e0-c2cd-4aa1-a012-275e56be0f95,c1b49c6f-f74e-4ba4-8df6-8366f2ceecc4,FALSE,Fintone,Networked needs-based groupware #circuit #impactful
cdb912b7-26b6-498f-ae4c-dabc754a6dfb,c3afe796-67da-4326-b1e2-dcb189295c78,FALSE,Tresom,Object-based systematic architecture #Expanded #zero defect
ed427f70-2519-41cd-bf3f-ee1fa529e58d,a1f3edb9-ae79-4a88-a796-f85ccf563ed6,FALSE,Bytecard,Diverse eco-centric framework #user-facing #grid-enabled
b16b4c29-2da0-40ee-9a37-24fc2865d310,7fc3f209-0955-4630-a9e8-03f8be52ac05,FALSE,Sub-Ex,Open-source next generation definition #open system #Expanded#Upgradable
f8cfdb26-8c3b-44b7-bb65-b7ebd2544913,95ae4dab-6640-4e24-a725-694fe18f7c01,FALSE,Konklab,Multi-tiered leading edge standardization#synergy #Profound #framework#Object-based
82275343-34fd-4df3-a2eb-0234dcbb8ea3,f977e432-db55-4623-a04d-7c9ca6f863f3,FALSE,Tampflex,Assimilated maximized customer loyalty #24 hour #Pre-emptive
497b21af-e074-4e29-b35c-771cb8e7fa2c,e6d03267-691c-4eaa-89b8-a5eb0364ed6c,FALSE,Lotstring,Proactive reciprocal website#time-frame #data-warehouse#standardization
cda6a056-b419-42e5-8759-bcd720be74dc,a51aca8c-213c-41d8-8c28-9448d053e112,FALSE,Gembucket,Fully-configurable well-modulated service-desk #stable #emulation
77a14c49-ae6a-4a77-b215-b62a98ebb36a,437403aa-79f9-4153-bc3b-ca72beacd1c0,FALSE,Sonair,Cloned systematic approach #capability#fault-tolerant #definition
369725c2-2faf-4167-ad1a-f8b6a610402d,c5d60cd7-cea7-40b8-ba1d-9302c429b679,FALSE,Keylex,Reverse-engineered responsive middleware#conglomeration #Front-line
49da6912-fde9-47ce-8abd-165ce8ed4cc1,5f6fb339-9cd9-40fc-9430-c046d7d6220e,FALSE,Keylex,Versatile foreground pricing structure #secondary #Function-based
46247782-51b6-4610-97de-7847a29c9f9d,1c5e3545-0688-4dd0-85ef-209533812dd2,FALSE,Fixflex,Multi-channelled even-keeled array #disintermediate #ability  #homogeneous
c9526ea7-15f9-4328-8fc4-7d72c78e0d31,654fde69-c306-4058-a861-13cab60ff8c6,FALSE,Kanlam,Team-oriented non-volatile neural-net#Stand-alone#demand-driven #actuating
ad6feb97-16a7-451d-a816-4fd2ab99213d,577f8983-1dc2-4623-b802-734553556620,FALSE,Zaam-Dox,Implemented optimal access#database #hub #dynamic
0f495b7d-2f06-4804-8347-62c92e9c209a,f1702cd1-6691-4e9e-ae0d-3f0db9a06fbf,FALSE,Latlux,Enterprise-wide neutral challenge #Customizable #client-server#synergy #leading edge
0c597d42-a052-490a-8441-a7b1b155eb93,80ce1941-624a-4138-abea-66fb58903e47,FALSE,Transcof,Organized asymmetric algorithm#Business-focused #optimizing #bi-directional
d36c46c3-8651-40ee-9f63-9869131ff1d6,18ecadc3-2e40-48a3-9520-2fcbf8b23eb9,FALSE,Wrapsafe,Robust system-worthy groupware #Front-line
fe89458d-ec0f-4025-b47f-0c7ea450d169,e4da68af-f045-4385-b6fe-436b1577170a,FALSE,Cookley,Robust tertiary budgetary management #dedicated #internet solution#conglomeration
7fbecf47-8880-4304-afa6-de0bfeccd603,ca0952ca-f178-475c-9805-318bbdc9237d,FALSE,Gembucket,Assimilated even-keeled core #Secured#Grass-roots
fafe6a51-732f-46fb-a2bc-ae626209f4a4,36838153-eaa5-4b1c-86df-eae53cc09ffd,FALSE,Ronstring,Total maximized analyzer #Phased  #Face to face
d10cf132-a7c0-416d-91eb-0e5ae01c0f5f,437403aa-79f9-4153-bc3b-ca72beacd1c0,FALSE,Aerified,Exclusive next generation open architecture #disintermediate#interactive
d1164b11-89cc-4950-ac70-31633605dc1e,22bedcce-7e33-4450-bfc5-49ea210d7542,FALSE,Bitwolf,Decentralized mobile model#Exclusive #functionalities #groupware
bd1b8d2f-93f9-4772-aa63-443178c650bb,24fe9eee-d51f-4112-ba97-05e4243de0e8,FALSE,Biodex,Seamless zero administration infrastructure #knowledge user#policy #contingency
592da3e6-8b7a-4616-a9b2-808507311775,27dd88cc-581d-4520-b4fd-3d1f9495f018,FALSE,Fix San,Advanced motivating budgetary management #web-enabled  #value-added
766dc704-2b73-40a2-9b45-d4bdde6a2e24,7f30f5c5-3437-4fcd-88f6-197c34c9f3e3,FALSE,Solarbreeze,Implemented global database #Pre-emptive#real-time
35694e3a-b8b4-441b-b03d-2e4eac03a5c0,8ce49b4d-faf3-4e46-a73b-7706c9315081,FALSE,Aerified,Multi-channelled fresh-thinking challenge #multi-state #De-engineered #neutral
a14569d3-32c9-4da1-a826-719767e80f00,0eec003a-e4dd-4c0f-a23a-4e96dc35a574,FALSE,Sub-Ex,Seamless multi-tasking projection#open architecture #migration #Optimized
2a821170-3e9b-444a-988e-aead94c48953,2c0d7d70-92aa-4e88-926a-89abec210f2f,FALSE,Treeflex,Phased empowering protocol#user-facing #interactive #Vision-oriented
36c0b328-c845-4f0e-97e7-b18e67ec15b2,dce46bc2-dadf-45ce-a913-ba5c1ec0a0ad,FALSE,Tres-Zap,Re-contextualized analyzing open system #coherent #Expanded #Open-architected
adba5075-e9fe-43bd-9494-f057cb568dad,f2340398-db57-4f1c-8496-96a84c3bfe88,FALSE,Stim,Decentralized upward-trending array #time-frame#intangible
178acfda-9212-416e-adb2-226cf5ca7802,127626aa-50c3-4c87-9beb-53348b51b72e,FALSE,Regrant,Proactive contextually-based software #Proactive#application #superstructure
32213e46-92e6-4749-afff-b93057314ecd,3f876ccd-e1d5-4926-bac8-d7d7db0b368e,FALSE,Zamit,Grass-roots systematic interface#task-force #installation
cd63a9c8-7211-44c8-b719-a5cb6d1e75ef,6965e586-4331-421a-8cae-98b9542fc64c,FALSE,Bytecard,Centralized multimedia archive#De-engineered  #clear-thinking
d6098058-4564-4e5f-9a77-fdbfe16d05b5,18471300-7e3f-4e8c-b654-94ea3eebce41,FALSE,Temp,Assimilated grid-enabled workforce #emulation #support #Cloned
7889cb37-2f67-4662-821c-026a11940dbb,fede7442-6c45-4374-8c35-e5769b97a101,FALSE,Opela,Profound user-facing strategy #Ergonomic #well-modulated #Future-proofed
f350a416-83ed-4661-aa7a-9aac149dc2b5,7bb65604-73d1-42b9-a4e0-bec6bf1e03f2,FALSE,Trippledex,Multi-lateral dynamic core #Horizontal#firmware #executive
4b0dca3a-b7dc-4b29-a722-b5ecccb15db6,5b543265-5898-4837-9e05-0e622b9f3359,FALSE,Pannier,Balanced bandwidth-monitored focus group #Monitored #executive #Enterprise-wide
96070e7d-748f-424e-add5-6864ed70eb0a,a02095da-8af5-40ed-befd-698ae9f97a02,FALSE,Fixflex,De-engineered intermediate migration #open system #Programmable
41012a15-cfe3-4f7b-ae5a-c016f85fec17,a84c3b36-ddba-4fb9-b459-7938ba745af1,FALSE,Viva,Networked static superstructure#Total #methodology #Organic
d5ccec8c-d550-4b5c-8238-08ad44ef0263,c49cd4a2-1829-4b7f-abe2-668b34352980,FALSE,Subin,Focused background solution #intangible
bccd9853-b5da-4aae-b360-fe02a9a348b0,9be2c0d4-9562-496f-bf7e-be308048f40c,FALSE,Opela,Configurable intermediate capability #Monitored
de8026e0-7426-4a9b-966d-261b55ad46dc,ca0952ca-f178-475c-9805-318bbdc9237d,FALSE,Konklab,Right-sized asynchronous open architecture#access #Innovative #object-oriented
a576e959-b3ae-4da2-9a4f-3951931956f3,6cb3691a-1e86-4655-99d6-30783bb66706,FALSE,Asoka,Adaptive 24 hour neural-net#content-based #focus group #bi-directional
1caf643d-cd5f-463a-8fce-dc4730733373,195267e3-0933-4ad2-8566-958ac4378372,FALSE,Hatity,Open-architected heuristic circuit#Future-proofed #conglomeration #interface
694eea57-3eff-45ef-b80a-d14aad06b940,84869ba1-5915-4f2b-9ace-178ca17a1ac7,FALSE,Vagram,Exclusive methodical info-mediaries #analyzer #clear-thinking
21c120b0-87b5-44ee-8630-54ba19cfe8e3,4738a622-3421-4cbd-b2c6-6da687a1e768,FALSE,Y-Solowarm,Grass-roots eco-centric system engine#Devolved #Reduced
ffd65152-a58f-46a2-84bc-b84b5c265b10,84e54e20-8a8c-47f8-a82e-96c8bdec0d65,FALSE,Greenlam,Expanded solution-oriented firmware #website#Open-architected
31c2d3ac-2ebf-4252-9253-19c7e59fbc86,06013fe2-06f2-4079-b9d4-dce8f3c2a02f,FALSE,Konklux,Fully-configurable object-oriented policy#intermediate#scalable #Managed
c5cb3ddf-6f96-4783-acc7-b938caf700e3,e8b19b65-e602-4343-b871-a3969312f187,FALSE,Transcof,Multi-tiered systematic archive#Polarised #tangible
e38f37b1-bd76-4e67-b242-8689240cbb1a,2faa5069-ba62-4496-9833-b5f726ad2855,FALSE,Opela,De-engineered real-time neural-net #encryption #asynchronous #Organized
0e7e70a7-032a-4e4d-9848-227cf2b30f22,82369b90-8b1d-4d7c-b674-9c0cc2e5593b,FALSE,Zoolab,Automated context-sensitive instruction set#Implemented
d0a7a97a-1290-40dd-9904-d8c161c271df,51c39aa8-86a2-4f96-bce8-77e1b3d4b4a2,FALSE,Lotlux,Open-source multimedia array #upward-trending #attitude-oriented#didactic
b292b193-b919-4102-9705-7a26fd423a37,368dd553-1c12-4c2f-b0e4-f092f61105dc,FALSE,Stim,Assimilated tertiary process improvement #disintermediate #zero administration
d70d9aaa-6aeb-4238-b768-92f5fca42a50,1ddeaed4-8e46-4c26-ab9e-135c85978814,FALSE,Zathin,Up-sized radical data-warehouse #core #Configurable #info-mediaries
f3c73b02-739a-4908-be85-7bf12568b528,31992df3-f5bf-40a2-b750-01586d2a5be2,FALSE,Lotlux,Re-contextualized upward-trending firmware #alliance #even-keeled #incremental
